unicode_id,sign_grapheme,unicodeTrLit,syllabarySign,PhoneticsVersion
U+12196,𒆖,kak × igi gunu,KAK×IGI@g,KAK×IGI@g
U+12197,𒆗,kal,KAL,ALAD2 | BAŠTUM | DAN | DANA3 | DANNU | DUN6 | ESI | ESIG | EŠAX(KAL) | EŢLU | GAL9 | KAL | KALA | KALAG | KALAGA | KALGA | LA6 | LAB | LALA2 | LAMA3 | LAMASSU | LAMMA | LAMMAR | LAP | LIB2 | LIP2 | MIRX(KAL) | NIR6 | QAL4 | RAB4 | RIB | RIP | RUB | SA14 | SAG8 | SEG15 | SI21 | SIG15 | SILIM2 | SILIMA2 | SUBX(KAL) | SUN7 | SUNAX(KAL) | TAN | TANA | URRUB2 | URSUB2 | ZI8 | ZURZUB2 | alad2 | baštum | dan | dana3 | dannu | dun6 | esi | esig | ešax(KAL) | eţlu | gal9 | kal | kala | kalag | kalaga | kalga | la6 | lab | lala2 | lama3 | lamassu | lamma | lammar | lap | lib2 | lip2 | mirx(KAL) | nir6 | qal4 | rab4 | rib | rip | rub | sa14 | sag8 | seg15 | si21 | sig15 | silim2 | silima2 | subx(KAL) | sun7 | sunax(KAL) | tan | tana | urrub2 | ursub2 | zi8 | zurzub2 | ŞURŞUB2 | şurşub2 | ŠEDU | šedu | ŢAN | ţan
U+12198,𒆘,kal × bad,KAL×BAD,ALAD | KAL×BAD | alad
U+1219A,𒆚,kam₂,KAM2,ERIŠ7 | KAM2 | UDUL7 | UTUL7 | eriš7 | kam2 | udul7 | utul7
U+1219B,𒆛,kam₄,KAM4,GAM3 | KAM4 | ZUB | ZUBI | ZUBU | gam3 | kam4 | zub | zubi | zubu
U+1219C,𒆜,kaskal,KASKAL,BU2 | BUŠ | DANA2 | DANNA2 | EŠ8 | IR7 | IŠ2 | KAS | KASA | KASKAL | KAŠ2 | RAS | RAŠ | RIN6 | bu2 | buš | dana2 | danna2 | eš8 | ir7 | iš2 | kas | kasa | kaskal | kaš2 | ras | raš | rin6 | ŠUBTUMX(KASKAL) | šubtumx(KASKAL)
U+121A0,𒆠,ki,KI,AMMAX(KI) | ERŞETU | GAGAR | GE5 | GI5 | GU14 | KE | KI | KU11 | QAQQARU | QE2 | QI2 | SASX(KI) | UBDAX(KI) | ammax(KI) | erşetu | gagar | ge5 | gi5 | gu14 | ke | ki | ku11 | qaqqaru | qe2 | qi2 | sasx(KI) | ubdax(KI) | ĜIŠBUNX(KI) | ĝišbunx(KI)
U+121A1,𒆡,ki × bad,KI×BAD,HABRUD2 | HABRUDA2 | KI×BAD | habrud2 | habruda2
U+121A2,𒆢,ki × u,KI×U,HABRUD | HABRUDA | HANBURUDA | HARX(|KI×U|) | KI×U | habrud | habruda | hanburuda | harx(|KI×U|)
U+121A3,𒆣,ki × ud,KI×UD,KISLAH2 | KI×UD | kislah2
U+121A4,𒆤,kid,KID,BURU6 | GE2 | GI2 | GID | GIT | GUB5 | GUP5 | KE4 | KI4 | KID | KIT | KIŢ | KUB4 | KUP4 | LEL2 | LIL2 | LILA2 | MURU12 | QI5 | QID | QIT | SAH | SIH2 | SUH4 | buru6 | ge2 | gi2 | gid | git | gub5 | gup5 | ke4 | ki4 | kid | kit | kiţ | kub4 | kup4 | lel2 | lil2 | lila2 | muru12 | qi5 | qid | qit | sah | sih2 | suh4 | ŞAH2 | şah2 | ŠAH3 | ŠIH2 | šah3 | ših2
U+121A5,𒆥,kin,KIN,GUR10 | KIG2 | KIMX(KIN) | KIN | KINGA | KIĜ2 | KUN10 | QE | QI | QIN | SAG11 | SAGA11 | SEG18 | SIG18 | SIGA18 | gur10 | kig2 | kimx(KIN) | kin | kinga | kiĝ2 | kun10 | qe | qi | qin | sag11 | saga11 | seg18 | sig18 | siga18
U+121A6,𒆦,kisal,KISAL,BUR6 | DAG4 | KISAL | LEL4 | bur6 | dag4 | kisal | lel4
U+121A8,𒆨,kisim₅,KISIM5,KISIM5 | KIŠIM5 | kisim5 | kišim5
U+121AA,𒆪,ku,KU,BE5 | BED3 | BET3 | BI7 | BID3 | BIT3 | BU7 | BULX(KU) | DAB5 | DABA5 | DEB2 | DIB2 | DUŠ | GU5 | GUD7 | GUZ3 | HUX(KU) | KU | KUD3 | KUZ3 | NU10 | QU2 | SAHX(KU) | SU5 | SUH5 | SUR11 | SUŠ | TIBX(KU) | TUKUL | TUKULA | TUM5 | TUMA | TUŠ | TUŠU | UGU4 | ZAP2 | be5 | bed3 | bet3 | bi7 | bid3 | bit3 | bu7 | bulx(KU) | dab5 | daba5 | deb2 | dib2 | duš | gu5 | gud7 | guz3 | hux(KU) | ku | kud3 | kuz3 | nu10 | qu2 | sahx(KU) | su5 | suh5 | sur11 | suš | tibx(KU) | tukul | tukula | tum5 | tuma | tuš | tušu | ugu4 | zap2 | ŠE10 | ŠED6 | ŠI5 | še10 | šed6 | ši5
U+121AC,𒆬,ku₃,KU3,KU3 | KUG | KUK | QU5 | ku3 | kug | kuk | qu5
U+121AD,𒆭,ku₄,KU4,HU2 | KU4 | KUR9 | LILX(KU4) | hu2 | ku4 | kur9 | lilx(KU4)
U+121AF,𒆯,ku₇,KU7,BANDILIŠA | BUBE | DABAN | DABAŠIN | EŠDAX(KU7) | EŠQA | GAML | GURUSA | GURUŠ2 | GURUŠDA | GURUŠTA | GURUŠTI | HIRIN2 | KAKKALA | KAKKUDA | KAKKULA | KAKKUŠA | KU7 | KUD5 | KUKKUDA | KUKKUŠA | KUKULA | KURUŠ | KURUŠDA | KUŠ6 | TUBAŠIN | bandiliša | bube | daban | dabašin | ešdax(KU7) | ešqa | gaml | gurusa | guruš2 | gurušda | gurušta | gurušti | hirin2 | kakkala | kakkuda | kakkula | kakkuša | ku7 | kud5 | kukkuda | kukkuša | kukula | kuruš | kurušda | kuš6 | tubašin | ŠANDILIMMA | ŠENDILIMA | ŠINDILIB | ŠINDILIMMA | šandilimma | šendilima | šindilib | šindilimma
U+121B0,𒆰,kul,KUL,GU9 | GUL2 | KU9 | KUL | KULA | KULU | NU5 | NUMU | NUMUN | NUĜUN | QUL | TIL8 | ZAR4 | ZARAX(KUL) | ZIR | ZIRI | gu9 | gul2 | ku9 | kul | kula | kulu | nu5 | numu | numun | nuĝun | qul | til8 | zar4 | zarax(KUL) | zir | ziri | ŠABALBAL | šabalbal
U+121B1,𒆱,kul gunu,KUL@g,KUL@G | KUL@g | TILX(KUL@G) | tilx(KUL@g)
U+121B2,𒆲,kun,KUN,...NUNNAM... | ...nunnam... | KU14 | KUN | KUNU | MEGIDAX(KUN) | QUN | ku14 | kun | kunu | megidax(KUN) | qun
U+121B3,𒆳,kur,KUR,AMMA | ANUBU | GE21 | GEN3 | GIN3 | GINA3 | GUR16 | KIN3 | KUR | LAT | LAŢ | MAD | MAŢ | NAD | NAT | NATA | QUR2 | RAMAN | RAMANU | RAZU | RAŠU | SAD | SAT | SATA | ZIZANU | amma | anubu | ge21 | gen3 | gin3 | gina3 | gur16 | kin3 | kur | lat | laţ | mad | maţ | nad | nat | nata | qur2 | raman | ramanu | razu | rašu | sad | sat | sata | zizanu | ŠAD | ŠADA | ŠADU | ŠAHAN | ŠAT | ŠATA | ŠAŢ | šad | šada | šadu | šahan | šat | šata | šaţ
U+121B4,𒆴,kur opposing kur,KUR,AMMA | ANUBU | GE21 | GEN3 | GIN3 | GINA3 | GUR16 | KIN3 | KUR | LAT | LAŢ | MAD | MAŢ | NAD | NAT | NATA | QUR2 | RAMAN | RAMANU | RAZU | RAŠU | SAD | SAT | SATA | ZIZANU | amma | anubu | ge21 | gen3 | gin3 | gina3 | gur16 | kin3 | kur | lat | laţ | mad | maţ | nad | nat | nata | qur2 | raman | ramanu | razu | rašu | sad | sat | sata | zizanu | ŠAD | ŠADA | ŠADU | ŠAHAN | ŠAT | ŠATA | ŠAŢ | šad | šada | šadu | šahan | šat | šata | šaţ
U+121B5,𒆵,kushu₂,KUŠU2,KUŠ9 | KUŠU2 | UH3 | kuš9 | kušu2 | uh3
U+121B6,𒆶,kwu₃₁₈,KWU318,HIRINX(KWU318) | KWU318 | hirinx(KWU318)
U+121B7,𒆷,la,LA,LA | la | ŠIKA | ŠIKX(LA) | šika | šikx(LA)
U+121B8,𒆸,lagab,LAGAB,ELLA2 | ELLAG | ELLAĜ | GIL2 | GILI2 | GIR8 | GIRENX(LAGAB) | GIRI8 | GIRIM | GIRIN | GUD8 | GUR4 | GURUN3 | HAB | HABA | HAP | ILLAG | KEL | KELE | KIL | KILI | KILIB | KIR3 | KUR4 | KURU4 | KUX(LAGAB) | LAGAB | LUGUD2 | NI10 | NIGI2 | NIGIN2 | NIMEN2 | NIN4 | NIĜI2 | NIĜIN2 | QIL | QIR3 | RE3 | REME | RI3 | RIM | RIN | SIM4 | SURX(LAGAB) | SUX(LAGAB) | TUKU6 | TUKULX(LAGAB) | TUKUR | TUR6 | ella2 | ellag | ellaĝ | gil2 | gili2 | gir8 | girenx(LAGAB) | giri8 | girim | girin | gud8 | gur4 | gurun3 | hab | haba | hap | illag | kel | kele | kil | kili | kilib | kir3 | kur4 | kuru4 | kux(LAGAB) | lagab | lugud2 | ni10 | nigi2 | nigin2 | nimen2 | nin4 | niĝi2 | niĝin2 | qil | qir3 | re3 | reme | ri3 | rim | rin | sim4 | surx(LAGAB) | sux(LAGAB) | tuku6 | tukulx(LAGAB) | tukur | tur6
U+121B9,𒆹,lagab × a,LAGAB×A,A'A3 | A9 | ABBAR | ABBARAX(|LAGAB×A|) | ABLAL2 | AIA4 | AMBAR | AMBARA | ANBAR | AS4 | ASLUM | AYA4 | AŠTE2 | BUGIN | BUNIN | BUNIĜ | ELAMKUŠ4 | ELLAMKUŠ4 | ENGURX(|LAGAB×A|) | GUNIN2 | IDX(|LAGAB×A|) | IX(|LAGAB×A|) | KUNIN2 | LAGAB×A | NAMMAX(|LAGAB×A|) | NAMMUX(|LAGAB×A|) | PUGINX(LAGAB×A) | PUGINX(|LAGAB×A|) | SUG | SUGIX(|LAGAB×A|) | SUK | SUQ | UMUN11 | ZIKUMX(|LAGAB×A|) | ZUG | ZUK | ZUQ | a'a3 | a9 | abbar | abbarax(|LAGAB×A|) | ablal2 | aia4 | ambar | ambara | anbar | as4 | aslum | aya4 | ašte2 | bugin | bunin | buniĝ | elamkuš4 | ellamkuš4 | engurx(|LAGAB×A|) | gunin2 | idx(|LAGAB×A|) | ix(|LAGAB×A|) | kunin2 | nammax(|LAGAB×A|) | nammux(|LAGAB×A|) | puginx(LAGAB×A) | puginx(|LAGAB×A|) | sug | sugix(|LAGAB×A|) | suk | suq | umun11 | zikumx(|LAGAB×A|) | zug | zuk | zuq | ŠUK3 | šuk3
U+121BA,𒆺,lagab × a + da + ha,LAGAB×A+DA+HA,EDAKUA2 | LAGAB×A+DA+HA | edakua2 | LAGAB×AxDAxHA
U+121BB,𒆻,lagab × a + gar,LAGAB×A+GAR,AGAR3 | LAGAB×A+GAR | agar3 | LAGAB×AxGAR
U+121BC,𒆼,lagab × a + lal,LAGAB×A+LAL,ABLAL | KINBUR | LAGAB×A+LAL | ablal | kinbur | LAGAB×AxLAL
U+121BD,𒆽,lagab × al,LAGAB×AL,GALA4 | KALA4 | LAGAB×AL | gala4 | kala4
U+121BE,𒆾,lagab × an,LAGAB×AN,AMA6 | LAGAB×AN | ama6
U+121C0,𒇀,lagab × bad,LAGAB×BAD,GIGIR | GIGIRA | LAGAB×BAD | PU6 | TUL8 | gigir | gigira | pu6 | tul8
U+121C1,𒇁,lagab × bi,LAGAB×BI,KUNIN3 | LAGAB×BI | kunin3
U+121C2,𒇂,lagab × dar,LAGAB×DAR,GALA11 | KALA10 | LAGAB×DAR | SIDUG | SIDUGGA | gala11 | kala10 | sidug | sidugga
U+121C3,𒇃,lagab × en,LAGAB×EN,BARA5 | LAGAB×EN | PARA5 | bara5 | para5
U+121C4,𒇄,lagab × ga,LAGAB×GA,LAGAB×GA | SIDUG2 | SIDUGA2 | SIDUGGA2 | sidug2 | siduga2 | sidugga2
U+121C5,𒇅,lagab × gar,LAGAB×GAR,ABBARX(|LAGAB×GAR|) | AMBARX(|LAGAB×GAR|) | ASLUMX(|LAGAB×GAR|) | ASX(|LAGAB×GAR|) | AYAX(|LAGAB×GAR|) | AŠTEX(|LAGAB×GAR|) | BUGIN2 | BUNIN2 | BUNIĜ2 | DELEN3 | DELENA3 | DILIM5 | DILIN3 | DILINA3 | DURUNA4 | ELLAMKUŠX(|LAGAB×GAR|) | GUNINX(|LAGAB×GAR|) | IMMINDU2 | INDA4 | KUNINX(|LAGAB×GAR|) | LAGAB×GAR | NINDA4 | NINDU | NININDU | SUGX(|LAGAB×GAR|) | TINUR3 | UMUNX(|LAGAB×GAR|) | ZUGX(|LAGAB×GAR|) | abbarx(|LAGAB×GAR|) | ambarx(|LAGAB×GAR|) | aslumx(|LAGAB×GAR|) | asx(|LAGAB×GAR|) | ayax(|LAGAB×GAR|) | aštex(|LAGAB×GAR|) | bugin2 | bunin2 | buniĝ2 | delen3 | delena3 | dilim5 | dilin3 | dilina3 | duruna4 | ellamkušx(|LAGAB×GAR|) | guninx(|LAGAB×GAR|) | immindu2 | inda4 | kuninx(|LAGAB×GAR|) | ninda4 | nindu | ninindu | sugx(|LAGAB×GAR|) | tinur3 | umunx(|LAGAB×GAR|) | zugx(|LAGAB×GAR|)
U+121C6,𒇆,lagab × gud,LAGAB×GUD,'U3 | 'u3 | DABX(|LAGAB×GUD|) | DIB5 | GANA5 | GANAM5 | LAGAB×GUD | U'3 | WAX(|LAGAB×GUD|) | dabx(|LAGAB×GUD|) | dib5 | gana5 | ganam5 | u'3 | wax(|LAGAB×GUD|) | ŠARA4 | ŠURIM3 | ŠURU3 | ŠURUM3 | ŠURUN3 | šara4 | šurim3 | šuru3 | šurum3 | šurun3
U+121C7,𒇇,lagab × gud + gud,LAGAB×GUD+GUD,DIBX(|LAGAB×GUD+GUD|) | GANA4 | GANAM4 | GAYAYU | LAGAB×GUD+GUD | LAHAR | LAHRAX(|LAGAB×GUD+GUD|) | LAHRU | LAHRUM | U8 | UA | US5 | UZ5 | WAX(|LAGAB×GUD+GUD|) | dibx(|LAGAB×GUD+GUD|) | gana4 | ganam4 | gayayu | lahar | lahrax(|LAGAB×GUD+GUD|) | lahru | lahrum | u8 | ua | us5 | uz5 | wax(|LAGAB×GUD+GUD|) | ŠERBA | ŠURIM | ŠURU | ŠURUM | ŠURUN | šerba | šurim | šuru | šurum | šurun | DIBX(|LAGAB×GUDxGUD|) | LAGAB×GUDxGUD | LAHRAX(|LAGAB×GUDxGUD|) | WAX(|LAGAB×GUDxGUD|) | dibx(|LAGAB×GUDxGUD|) | lahrax(|LAGAB×GUDxGUD|) | wax(|LAGAB×GUDxGUD|)
U+121C8,𒇈,lagab × ha,LAGAB×HA,ELAMKUŠ3 | ELLAMKUŠ3 | LAGAB×HA | elamkuš3 | ellamkuš3
U+121C9,𒇉,lagab × hal,LAGAB×HAL,ANGUR | BUNIG3 | BUNIĜ3 | ENGUR | EX(|LAGAB×HAL|) | GILUGU | GUR22 | I8 | ID3 | LAGAB×HAL | LAMMU6 | NAMMA | NAMMU | ZIKUM | ZIKUMUX(|LAGAB×HAL|) | angur | bunig3 | buniĝ3 | engur | ex(|LAGAB×HAL|) | gilugu | gur22 | i8 | id3 | lammu6 | namma | nammu | zikum | zikumux(|LAGAB×HAL|)
U+121CA,𒇊,lagab × hi × nun,LAGAB×HI×NUN,LAGAB×HI×NUN | UMUN6 | umun6
U+121CB,𒇋,lagab × igi gunu,LAGAB×IGI@g,AGAR2 | BARA7 | IMMAX(|LAGAB×IGI@G|) | LAGAB×IGI@G | LAGAB×IGI@g | PARA7 | agar2 | bara7 | immax(|LAGAB×IGI@g|) | para7 | ŠARA2 | šara2
U+121CC,𒇌,lagab × im,LAGAB×IM,BUN | DELEN | DELENA | DILIM | DILIM3 | DILIN | DILINA | DURUNA2 | ELAMKUŠ | ELLAMKUŠ | ILAMMA | ILLAMMA | IMMINDU | INDA5 | LAGAB×IM | NINDA3 | NINDU2 | NININDU2 | TINUR | TINURU | TUNUR | bun | delen | delena | dilim | dilim3 | dilin | dilina | duruna2 | elamkuš | ellamkuš | ilamma | illamma | immindu | inda5 | ninda3 | nindu2 | ninindu2 | tinur | tinuru | tunur
U+121CD,𒇍,lagab × im + ha,LAGAB×IM+HA,ELLAMKUŠX(|LAGAB×IM+HA|) | LAGAB×IM+HA | ellamkušx(|LAGAB×IM+HA|) | ELLAMKUŠX(|LAGAB×IMxHA|) | LAGAB×IMxHA | ellamkušx(|LAGAB×IMxHA|)
U+121CE,𒇎,lagab × im + lu,LAGAB×IM+LU,ELAMKUŠX(|LAGAB×IM+LU|) | ELLAMKUŠX(|LAGAB×IM+LU|) | LAGAB×IM+LU | elamkušx(|LAGAB×IM+LU|) | ellamkušx(|LAGAB×IM+LU|) | ELAMKUŠX(|LAGAB×IMxLU|) | ELLAMKUŠX(|LAGAB×IMxLU|) | LAGAB×IMxLU | elamkušx(|LAGAB×IMxLU|) | ellamkušx(|LAGAB×IMxLU|)
U+121CF,𒇏,lagab × ki,LAGAB×KI,GALA5 | KALA5 | LAGAB×KI | gala5 | kala5
U+121D0,𒇐,lagab × kin,LAGAB×KIN,ABLALX(|LAGAB×KIN|) | GUKIN | LAGAB×KIN | UDDA | ablalx(|LAGAB×KIN|) | gukin | udda
U+121D1,𒇑,lagab × ku₃,LAGAB×KU3,DAGRIM | DAGRIN | GARIM | GARIN | LAGAB×KU3 | TAGRIMX(|LAGAB×KU3|) | TAGRINX(|LAGAB×KU3|) | dagrim | dagrin | garim | garin | tagrimx(|LAGAB×KU3|) | tagrinx(|LAGAB×KU3|) | ĜARIM | ĜARIN | ĝarim | ĝarin
U+121D2,𒇒,lagab × kul,LAGAB×KUL,ESIR2 | KUNIN | LAGAB×KUL | esir2 | kunin | ŠUKUMX(|LAGAB×KUL|) | šukumx(|LAGAB×KUL|)
U+121D3,𒇓,lagab × kul + hi + a,LAGAB×KUL+HI+A,ESIRHA | ESIRHIA | LAGAB×KUL+HI+A | esirha | esirhia | LAGAB×KULxHIxA
U+121D4,𒇔,lagab × lagab,LAGAB×LAGAB,LAGAB×LAGAB | NIGINX(|LAGAB×LAGAB|) | niginx(|LAGAB×LAGAB|)
U+121D6,𒇖,lagab × lu,LAGAB×LU,AKAN3 | AKKAN3 | ELAMKUŠ2 | ELLAMKUŠ2 | LAGAB×LU | akan3 | akkan3 | elamkuš2 | ellamkuš2
U+121D7,𒇗,lagab × lul,LAGAB×LUL,BARA9 | IRIB2 | LAGAB×LUL | PARA9 | bara9 | irib2 | para9
U+121D8,𒇘,lagab × me,LAGAB×ME,BUGIN3 | BUNIN3 | LAGAB×ME | bugin3 | bunin3
U+121D9,𒇙,lagab × me + en,LAGAB×ME+EN,BARA6 | LAGAB×ME+EN | MEN4 | PARA6 | bara6 | men4 | para6 | LAGAB×MExEN
U+121DA,𒇚,lagab × mush,LAGAB×MUŠ,LAGAB×MUŠ | MUŠŠAGANA | muššagana
U+121DB,𒇛,lagab × ne,LAGAB×NE,LAGAB×NE | UDUB | udub
U+121DC,𒇜,lagab × she + sum,LAGAB×ŠE+SUM,LAGAB×ŠE+SUM | ŠERIMSUR | ŠERINSUR | šerimsur | šerinsur | LAGAB×ŠExSUM
U+121DD,𒇝,lagab × shita + gish + erin₂,LAGAB×ŠITA+GIŠ+ERIN2,LAGAB×ŠITA+GIŠ+ERIN2 | MEX(|LAGAB×ŠITA+GIŠ+ERIN2|) | SAGDUDUX(|LAGAB×ŠITA+GIŠ+ERIN2|) | mex(|LAGAB×ŠITA+GIŠ+ERIN2|) | sagdudux(|LAGAB×ŠITA+GIŠ+ERIN2|) | LAGAB×ŠITAxGIŠxERIN2 | MEX(|LAGAB×ŠITAxGIŠxERIN2|) | SAGDUDUX(|LAGAB×ŠITAxGIŠxERIN2|) | mex(|LAGAB×ŠITAxGIŠxERIN2|) | sagdudux(|LAGAB×ŠITAxGIŠxERIN2|)
U+121DF,𒇟,lagab × shu₂,LAGAB×ŠU2,LAGAB×ŠU2 | ŠU5 | ŠUŠ5 | šu5 | šuš5
U+121E0,𒇠,lagab × shu₂ + shu₂,LAGAB×ŠU2+ŠU2,LAGAB×ŠU2+ŠU2 | ŠU6 | ŠUŠ6 | šu6 | šuš6 | LAGAB×ŠU2xŠU2
U+121E1,𒇡,lagab × sum,LAGAB×SUM,BU14 | BUL5 | BURU16 | LAGAB×SUM | SAR6 | SUR8 | ZAL2 | ZAR | ZARA | ZARIH | ZUR4 | bu14 | bul5 | buru16 | sar6 | sur8 | zal2 | zar | zara | zarih | zur4 | ŞAR | ŞARA | şar | şara | ŠERIM2 | šerim2
U+121E2,𒇢,lagab × tag,LAGAB×TAG,LAGAB×TAG | SIDUGAX(|LAGAB×TAG|) | sidugax(|LAGAB×TAG|)
U+121E3,𒇣,lagab × tak₄,LAGAB×TAK4,BARA8 | LAGAB×TAK4 | NINMUŠ | PARA8 | bara8 | ninmuš | para8 | ŠARA3 | ŠURU2 | ŠURUN2 | šara3 | šuru2 | šurun2
U+121E4,𒇤,lagab × te + a + su + na,LAGAB×TE+A+SU+NA,LAGAB×TE+A+SU+NA | ŠEDUR | šedur | LAGAB×TExA+SUxNA
U+121E5,𒇥,lagab × u,LAGAB×U,BU4 | BU6 | DUL2 | GALA3 | GIGIR2 | GIGIRA2 | HAB2 | HAP2 | KALA3 | LAGAB×U | PU2 | TUKURX(|LAGAB×U|) | TUL2 | UB4 | bu4 | bu6 | dul2 | gala3 | gigir2 | gigira2 | hab2 | hap2 | kala3 | pu2 | tukurx(|LAGAB×U|) | tul2 | ub4 | ŢUL | ţul
U+121E6,𒇦,lagab × u + a,LAGAB×U+A,ABLAL3 | AMAH | BUGIN4 | BUNIN4 | HUMUH | LAGAB×U+A | UMAH | UMUH | UMUN5 | ablal3 | amah | bugin4 | bunin4 | humuh | umah | umuh | umun5 | LAGAB×UxA
U+121E7,𒇧,lagab × u + u + u,LAGAB×U+U+U,BU5 | BUL | BUR10 | BURUX(|LAGAB×U+U+U|) | LAGAB×U+U+U | NENNA2 | NENNI2 | NINNA2 | NINNI4 | NINNIM4 | NINNUX(|LAGAB×U+U+U|) | NUSSU | PUL | TU13 | TUG4 | TUK4 | TUKU4 | ZANSUR | bu5 | bul | bur10 | burux(|LAGAB×U+U+U|) | nenna2 | nenni2 | ninna2 | ninni4 | ninnim4 | ninnux(|LAGAB×U+U+U|) | nussu | pul | tu13 | tug4 | tuk4 | tuku4 | zansur | BURUX(|LAGAB×UxU+U|) | LAGAB×UxU+U | NINNUX(|LAGAB×UxU+U|) | burux(|LAGAB×UxU+U|) | ninnux(|LAGAB×UxU+U|)
U+121E8,𒇨,lagab × u₂ + ash,LAGAB×U2+AŠ,LAGAB×U2+AŠ | UGRA | UGRI | UŠERA | UŠERI | ugra | ugri | ušera | ušeri | LAGAB×U2xAŠ
U+121E9,𒇩,lagab × ud,LAGAB×UD,LAGAB×UD | UMUN12 | umun12
U+121EB,𒇫,lagab squared,LAGAB,ELLA2 | ELLAG | ELLAĜ | GIL2 | GILI2 | GIR8 | GIRENX(LAGAB) | GIRI8 | GIRIM | GIRIN | GUD8 | GUR4 | GURUN3 | HAB | HABA | HAP | ILLAG | KEL | KELE | KIL | KILI | KILIB | KIR3 | KUR4 | KURU4 | KUX(LAGAB) | LAGAB | LUGUD2 | NI10 | NIGI2 | NIGIN2 | NIMEN2 | NIN4 | NIĜI2 | NIĜIN2 | QIL | QIR3 | RE3 | REME | RI3 | RIM | RIN | SIM4 | SURX(LAGAB) | SUX(LAGAB) | TUKU6 | TUKULX(LAGAB) | TUKUR | TUR6 | ella2 | ellag | ellaĝ | gil2 | gili2 | gir8 | girenx(LAGAB) | giri8 | girim | girin | gud8 | gur4 | gurun3 | hab | haba | hap | illag | kel | kele | kil | kili | kilib | kir3 | kur4 | kuru4 | kux(LAGAB) | lagab | lugud2 | ni10 | nigi2 | nigin2 | nimen2 | nin4 | niĝi2 | niĝin2 | qil | qir3 | re3 | reme | ri3 | rim | rin | sim4 | surx(LAGAB) | sux(LAGAB) | tuku6 | tukulx(LAGAB) | tukur | tur6
U+121EC,𒇬,lagar,LAGAR,LAGAL | LAGAR | NAGAL | lagal | lagar | nagal
U+121ED,𒇭,lagar × she,LAGAR×ŠE,LAGAR×ŠE | SU7 | SUG8 | SUL4 | SUR12 | SURA12 | su7 | sug8 | sul4 | sur12 | sura12
U+121EE,𒇮,lagar × she + sum,LAGAR×ŠE+SUM,...BUN | ...bun | LAGAR×ŠE+SUM | LUGUD4 | SUHIRIM | SUHIRIN | lugud4 | suhirim | suhirin | LAGAR×ŠExSUM
U+121EF,𒇯,lagar gunu,LAGAR@g,DU6 | DUL6 | LAGAR@G | LAGAR@g | TIL2 | TU21 | TUL5 | du6 | dul6 | til2 | tu21 | tul5 | ŢUL3 | ţul3
U+121F1,𒇱,lahshu,LAHŠU,LAHŠU | lahšu
U+121F2,𒇲,lal,LAL,LA2 | LAL | LUX(LAL) | SUR5 | SURU5 | ZUR5 | ZURU5 | la2 | lal | lux(LAL) | sur5 | suru5 | zur5 | zuru5 | ŠURUX(LAL) | ŠURX(LAL) | šurux(LAL) | šurx(LAL)
U+121F4,𒇴,lam,LAM,EŠX(LAM) | LA12 | LAM | LAMA | LAMMAX(LAM) | LIM3 | LUGX(LAM) | ešx(LAM) | la12 | lam | lama | lammax(LAM) | lim3 | lugx(LAM)
U+121F5,𒇵,lam × kur,LAM×KUR,ARAD3 | EŠ22 | EŠUX(|LAM×KUR|) | IŠ11 | LAM7 | LAM×KUR | arad3 | eš22 | ešux(|LAM×KUR|) | iš11 | lam7
U+121F6,𒇶,lam × kur + ru,LAM×KUR+RU,ARATA | ARATTA | ARAŢA | LAM×KUR+RU | arata | aratta | araţa | ŠURIPAK2 | ŠURIPPAK2 | ŠURUPAK2 | ŠURUPPAK2 | šuripak2 | šurippak2 | šurupak2 | šuruppak2 | LAM×KURxRU
U+121F7,𒇷,li,LI,EN3 | GUB2 | GUP2 | LE | LI | NI8 | NU9 | en3 | gub2 | gup2 | le | li | ni8 | nu9
U+121F8,𒇸,lil,LIL,IL9 | KURX(LIL) | LIL | SUKUX(LIL) | il9 | kurx(LIL) | lil | sukux(LIL)
U+121F9,𒇹,limmu₂,LIMMU2,ARBA | ARRAP | ERBA | LAM4 | LAMMU2 | LIM2 | LIMMU2 | LIMU2 | arba | arrap | erba | lam4 | lammu2 | lim2 | limmu2 | limu2
U+121FB,𒇻,lu,LU,EZE | LU | LUG | NU12 | SI6 | UDU | eze | lu | lug | nu12 | si6 | udu
U+121FC,𒇼,lu × bad,LU×BAD,AD3 | ADDA2 | LU×BAD | ad3 | adda2
U+121FD,𒇽,lu₂,LU2,ADDAX(LU2) | DUX(LU2) | GIRIX(LU2) | LU2 | NA6 | RUH2 | addax(LU2) | dux(LU2) | girix(LU2) | lu2 | na6 | ruh2 | ŠA11 | ŠAGAX(LU2) | ŠAĜAX(LU2) | ša11 | šagax(LU2) | šaĝax(LU2)
U+121FE,𒇾,lu₂ × al,LU2×AL,DUBAL5 | LU2×AL | dubal5
U+121FF,𒇿,lu₂ × bad,LU2×BAD,AD6 | ADAX(|LU2×BAD|) | ADDA | LU2×BAD | ad6 | adax(|LU2×BAD|) | adda
U+12202,𒈂,lu₂ × gan₂ tenu,LU2×GAN2@t,HEŠ5 | LU2×GAN2@T | LU2×GAN2@t | heš5 | ŠAGA | ŠAĜA | ŠE29 | šaga | šaĝa | še29
U+12203,𒈃,lu₂ × hi × bad,LU2×HI×BAD,KAMA5 | LU2×HI×BAD | kama5
U+12204,𒈄,lu₂ × im,LU2×IM,LU2×IM
